 scale  -1.00000000       1.00000000      -1.00000000       1.00000000      -1.00000000       1.00000000    
 data 2
 line   1.00000000       0.00000000       0.00000000             500
   0.00000000       0.00000000       1.00000000    
   1.25902230E-02   1.58538853E-04  0.999920726    
   2.51724608E-02   6.34054886E-04  0.999682903    
   3.77387367E-02   1.42624648E-03  0.999286652    
   5.02810851E-02   2.53461162E-03  0.998731911    
   6.27915412E-02   3.95844691E-03  0.998018801    
   7.52621740E-02   5.69684897E-03  0.997147501    
   8.76850933E-02   7.74871744E-03  0.996118128    
  0.100052394       1.01127485E-02  0.994930804    
  0.112356246       1.27874445E-02  0.993585706    
  0.124588855       1.57711115E-02  0.992083132    
  0.136742443       1.90618522E-02  0.990423203    
  0.148809314       2.26575788E-02  0.988606274    
  0.160781845       2.65560225E-02  0.986632645    
  0.172652394       3.07547022E-02  0.984502554    
  0.184413448       3.52509469E-02  0.982216418    
  0.196057543       4.00419198E-02  0.979774475    
  0.207577333       4.51245792E-02  0.977177262    
  0.218965501       5.04957028E-02  0.974425137    
  0.230214790       5.61518818E-02  0.971518457    
  0.241318092       6.20895326E-02  0.968457758    
  0.252268374       6.83048815E-02  0.965243578    
  0.263058633       7.47939795E-02  0.961876273    
  0.273682117       8.15527439E-02  0.958356559    
  0.284132004       8.85768458E-02  0.954684854    
  0.294401735       9.58618820E-02  0.950861752    
  0.304484785      0.103403211      0.946887970    
  0.314374715      0.111196011      0.942764044    
  0.324065298      0.119235396      0.938490570    
  0.333550304      0.127516210      0.934068382    
  0.342823893      0.136033282      0.929498076    
  0.351880044      0.144781142      0.924780428    
  0.360713035      0.153754264      0.919916153    
  0.369317293      0.162946984      0.914906025    
  0.377687335      0.172353417      0.909750819    
  0.385817885      0.181967661      0.904451430    
  0.393703729      0.191783562      0.899008572    
  0.401339918      0.201794922      0.893423259    
  0.408721596      0.211995393      0.887696207    
  0.415844083      0.222378507      0.881828487    
  0.422702879      0.232937679      0.875820935    
  0.429293573      0.243666187      0.869674563    
  0.435612082      0.254557341      0.863390207    
  0.441654295      0.265603989      0.856969118    
  0.447416455      0.276799381      0.850412011    
  0.452894866      0.288136274      0.843720138    
  0.458086073      0.299607545      0.836894512    
  0.462986797      0.311205924      0.829936147    
  0.467593938      0.322923988      0.822846293    
  0.471904516      0.334754348      0.815625906    
  0.475915849      0.346689522      0.808276236    
  0.479625344      0.358721942      0.800798357    
  0.483030766      0.370843947      0.793193579    
  0.486129791      0.383047760      0.785463095    
  0.488920569      0.395325840      0.777607977    
  0.491401285      0.407670259      0.769629598    
  0.493570387      0.420073271      0.761529207    
  0.495426506      0.432526946      0.753308117    
  0.496968359      0.445023298      0.744967580    
  0.498195171      0.457554698      0.736508906    
  0.499105960      0.470112890      0.727933466    
  0.499700248      0.482690096      0.719242573    
  0.499977708      0.495278269      0.710437715    
  0.499938071      0.507869422      0.701520205    
  0.499581397      0.520455599      0.692491472    
  0.498907894      0.533028722      0.683352947    
  0.497918040      0.545581043      0.674106061    
  0.496612400      0.558104336      0.664752305    
  0.494991869      0.570590913      0.655293167    
  0.493057400      0.583032608      0.645730138    
  0.490810245      0.595421672      0.636064708    
  0.488251865      0.607750297      0.626298428    
  0.485383868      0.620010495      0.616432905    
  0.482208043      0.632194579      0.606469631    
  0.478726447      0.644294918      0.596410215    
  0.474941224      0.656303763      0.586256146    
  0.470854819      0.668213367      0.576009214    
  0.466469824      0.680016339      0.565670967    
  0.461789042      0.691705227      0.555243015    
  0.456815392      0.703272402      0.544727027    
  0.451552063      0.714710891      0.534124672    
  0.446002364      0.726013005      0.523437679    
  0.440169811      0.737171888      0.512667596    
  0.434058160      0.748180449      0.501816273    
  0.427671194      0.759031534      0.490885377    
  0.421013117      0.769718289      0.479876757    
  0.414088041      0.780234039      0.468792051    
  0.406900257      0.790572107      0.457632899    
  0.399454504      0.800725937      0.446401209    
  0.391755491      0.810688972      0.435098857    
  0.383807927      0.820455015      0.423727393    
  0.375616997      0.830017984      0.412288755    
  0.367187977      0.839371502      0.400784880    
  0.358525991      0.848509908      0.389217347    
  0.349636614      0.857427180      0.377588093    
  0.340525538      0.866117954      0.365898967    
  0.331198722      0.874576390      0.354152083    
  0.321661651      0.882797301      0.342348784    
  0.311920613      0.890775502      0.330491245    
  0.301981896      0.898505926      0.318581402    
  0.291851550      0.905983567      0.306620955    
  0.281536102      0.913203895      0.294611871    
  0.271042168      0.920162141      0.282556087    
  0.260376394      0.926853716      0.270455629    
  0.249545440      0.933274865      0.258312166    
  0.238556206      0.939421117      0.246127740    
  0.227415919      0.945288718      0.233904526    
  0.216131210      0.950873911      0.221644014    
  0.204709426      0.956173301      0.209348351    
  0.193157941      0.961183250      0.197019607    
  0.181483835      0.965900898      0.184659511    
  0.169694662      0.970322967      0.172270149    
  0.157797873      0.974446893      0.159853458    
  0.145801127      0.978269815      0.147411555    
  0.133711800      0.981789589      0.134946153    
  0.121537685      0.985003710      0.122459367    
  0.109286718      0.987910211      0.109953396    
   9.69662294E-02  0.990507483       9.74297598E-02
   8.45842361E-02  0.992793620       8.48906711E-02
   7.21486136E-02  0.994767129       7.23381266E-02
   5.96673451E-02  0.996427059       5.97742274E-02
   4.71481271E-02  0.997772157       4.72007357E-02
   3.45990062E-02  0.998801470       3.46197598E-02
   2.20280644E-02  0.999514520       2.20334139E-02
   9.44303535E-03  0.999910831       9.44345631E-03
  -3.14798253E-03  0.999990106      -3.14799813E-03
  -1.57368854E-02  0.999752283      -1.57388356E-02
  -2.83158086E-02  0.999197543      -2.83271763E-02
  -4.08768952E-02  0.998326302      -4.09111455E-02
  -5.34120575E-02  0.997138977      -5.34886271E-02
  -6.59132302E-02  0.995636344      -6.60575107E-02
  -7.83727169E-02  0.993819535      -7.86160380E-02
  -9.07825157E-02  0.991689503      -9.11621079E-02
 -0.103134736      0.989247680     -0.103693716    
 -0.115421429      0.986495495     -0.116208769    
 -0.127635062      0.983434975     -0.128705516    
 -0.139767617      0.980067670     -0.141181737    
 -0.151811555      0.976396143     -0.153635576    
 -0.163759336      0.972422421     -0.166065186    
 -0.175603256      0.968148947     -0.178468451    
 -0.187335819      0.963578761     -0.190843433    
 -0.198949471      0.958714664     -0.203188032    
 -0.210437074      0.953559518     -0.215500534    
 -0.221791208      0.948116720     -0.227778867    
 -0.233004600      0.942389905     -0.240020975    
 -0.244070336      0.936382532     -0.252225131    
 -0.254981220      0.930098414     -0.264389217    
 -0.265730441      0.923541427     -0.276511461    
 -0.276311100      0.916715920     -0.288589776    
 -0.286716610      0.909626126     -0.300622433    
 -0.296940297      0.902276576     -0.312607437    
 -0.306975603      0.894671917     -0.324542791    
 -0.316816330      0.886817038     -0.336426765    
 -0.326456130      0.878716707     -0.348257422    
 -0.335888803      0.870376408     -0.360032737    
 -0.345108598      0.861801147     -0.371751100    
 -0.354109436      0.852996469     -0.383410394    
 -0.362885803      0.843967915     -0.395009011    
 -0.371431917      0.834721208     -0.406544894    
 -0.379742622      0.825262249     -0.418016434    
 -0.387812495      0.815596938     -0.429421723    
 -0.395636290      0.805731773     -0.440758675    
 -0.403209329      0.795672536     -0.452025980    
 -0.410526693      0.785425663     -0.463221639    
 -0.417583674      0.774997950     -0.474343807    
 -0.424375892      0.764395833     -0.485390812    
 -0.430898935      0.753625929     -0.496360838    
 -0.437148750      0.742695272     -0.507252157    
 -0.443121314      0.731610596     -0.518063068    
 -0.448812902      0.720379174     -0.528791845    
 -0.454219759      0.709008157     -0.539436579    
 -0.459338605      0.697504580     -0.549995840    
 -0.464166194      0.685875595     -0.560468018    
 -0.468699455      0.674128652     -0.570851386    
 -0.472935557      0.662271380     -0.581144273    
 -0.476871639      0.650311172     -0.591344953    
 -0.480505377      0.638255596     -0.601451933    
 -0.483834267      0.626112580     -0.611463308    
 -0.486856461      0.613889396     -0.621378005    
 -0.489569843      0.601593912     -0.631194115    
 -0.491972834      0.589234114     -0.640910208    
 -0.494063795      0.576817751     -0.650524616    
 -0.495841444      0.564352512     -0.660035968    
 -0.497304648      0.551846564     -0.669442594    
 -0.498452455      0.539307952     -0.678742945    
 -0.499284267      0.526744246     -0.687935889    
 -0.499799371      0.514163435     -0.697019756    
 -0.499997526      0.501573801     -0.705993056    
 -0.499878585      0.488983035     -0.714854479    
 -0.499442697      0.476399362     -0.723602533    
 -0.498690099      0.463830650     -0.732235909    
 -0.497621238      0.451285303     -0.740752816    
 -0.496236771      0.438770384     -0.749152601    
 -0.494537622      0.426294267     -0.757433653    
 -0.492524832      0.413864881     -0.765594602    
